id,content,messageType,createAt,conversationId,aditional_id
32014,"Buenos Dias mi nombre es Priscila Ovalle Asesora Legal Especialista en deudas, fui asignada a atenderlo Cuenteme como lo puedo ayudar ?",agent,2025-08-27 12:25:51.189-04,1904,4Z5NOKYMVTE0P6X740PG
32015,"Buenas Tardes mi nombre es Priscila Ovalle y fui asignada para atenderlo, cuenteme cual es su nombre ?",agent,2025-08-27 13:21:18.887-04,1904,180V4YWBK3351CQXU1SB
32016,"Hola, quiero hablar con defensa deudores, disculpe",user,2025-08-27 13:59:51.777-04,1904,R5OU2NJ4SPV8M3ONQPEE
32017,"tiene servicios contratados con defensa deudores -?
|",agent,2025-08-27 14:13:35.144-04,1904,DUFF4X0A1Z27VPMFV6L7
32018,"Si, correcto",user,2025-08-27 15:08:12.896-04,1904,WMYY6GBL0B85YOKFGDDX
32019,Hola! Buenas tardes,user,2025-08-27 12:21:54.893-04,1905,3BT6KM7RIPFGMPV8APQ3
32020,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 12:21:54.936-04,1905,1IEW26288TAEQX0NI5M8
32021,Quisiera hacer una consulta,user,2025-08-27 12:22:02.593-04,1905,KJY31C2XJL82KCJUZENU
32022,Ustedes se dedican a liberar deudas de autos con prendas prescritas?,user,2025-08-27 12:22:26.771-04,1905,YEJVD1SV8D356T8LVYJJ
32023,Hola buenas tardes,agent,2025-08-27 12:57:59.125-04,1905,UPV3F7R4JDDRY5FWX5L4
32024,si existe una demanda judicial materia civil ,agent,2025-08-27 12:58:16.422-04,1905,XS6L3IMMO0PZ4HJAD4YL
32025,?,agent,2025-08-27 12:58:20.559-04,1905,F4IL08YGYG4MNKUE73K0
32026,"Desconozco eso… ya que yo compré el auto en prenda en el 2020, y la deuda es del 2017",user,2025-08-27 12:59:12.094-04,1905,P3LQC1BP8BQCDTR8IZ4I
32027,Pero nunca le he hecho seguimiento a la deuda,user,2025-08-27 12:59:36.115-04,1905,X8XWS248CNWGJDACU1L6
32028,dame tu rut para revisar ,agent,2025-08-27 13:02:51.503-04,1905,2K4VTM682Q2Z5J6F5Y31
32029,"Le daré el rut del dueño del
Auto",user,2025-08-27 13:03:59.277-04,1905,4H0XLERLYHEYSIO2SROB
32030,15.104.580-4,user,2025-08-27 13:04:01.204-04,1905,4KW5HWS3HBNKXL8W2YDP
32031,En realidad es una camioneta Chevrolet Silverado 2017,user,2025-08-27 13:04:37.806-04,1905,FEEROYND63O52CK0JLXG
32032,te puedo llamar ?,agent,2025-08-27 13:50:43.997-04,1905,BEVE6DIH31MSB2MG1TMT
32033,"Si, no hay problema",user,2025-08-27 13:51:38.282-04,1905,814VQMPLETN1WVIRPZD6
32034,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 12:53:14.052-04,1906,YVZ4D2QUFSEKW60A4C5Y
32035,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 12:53:14.083-04,1906,YVXDFHDMFOYZSNBND0QC
32036,Buenas tardes,user,2025-08-27 12:53:20.298-04,1906,2DTN852ZFQIRKPOHK6RS
32037,Solicito saber si estoy en dicom ?,user,2025-08-27 12:53:28.113-04,1906,MJW6CC5LP0PB8RPK4UV1
32038,"👉 Para conocer tu estado en DICOM, debes consultar en https://sec.equifax.cl/compraonline/
👉 También puedes conocer tu estado financiero en https://conocetudeuda.cmfchile.cl/",agent,2025-08-27 12:56:27.828-04,1906,LUVDEBI4IILAR7TKQNB4
32039,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 12:53:18.542-04,1907,QXXOKLBVDRR08KPXTQ40
32040,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 12:53:18.676-04,1907,HXKA4M7BZ4Y4R334MMAF
32041,"Tengo multas tag.
El tema es que de la autopista me dicen que me notificaron el 18 de enero de que mi tag sería inhabilitado por deudas.
La notificación jamás me llegó.
Hace dos semanas me comenzaron a llegar notificaciones por deudas de tag que son de fecha marzo/ abril/ mayo/ junio",user,2025-08-27 12:55:23.076-04,1907,BTUF3YPXITCBIZCVK62Z
32042,Si no es porque me llegan estas multas no me entero que mi tag estaba inhabilitado,user,2025-08-27 12:55:41.52-04,1907,AR52Y5WOVMCX0Z3ES3SK
32043,"cuanto es el monto de la deuda?
",agent,2025-08-27 12:56:19.273-04,1907,5XEKK46WR2RB3XRSWIXE
32044,"Ufff
Son 1 UTM
Tengo citación para agosto y septiembre 
Pero me han llegado como 20 notificaciones",user,2025-08-27 12:57:51.426-04,1907,7BLZ4K31OXVHFLTYJXJC
32045,Como un 1.300.000,user,2025-08-27 12:58:04.154-04,1907,L5RAJMRORCE8C26K0D7G
32046,"Hola, gracias por comunicarte con deudas.cl. 😔Lamentablemente no podemos ayudarte con esa consulta, nuestros servicios están orientados a deudas con tiendas, bancos e instituciones financieras, Ley de quiebra o Insolvencia y similares.",agent,2025-08-27 12:58:05.05-04,1907,5ERAD0J4BCCP8MVTX7J5
32047,Y siguen llegando,user,2025-08-27 12:58:06.943-04,1907,5KGAWMAEWZXLND1WVG00
32048,"Ahhh
Perfecto!
Gracias",user,2025-08-27 12:58:20.967-04,1907,PA770S6IS15VZ37XFQOZ
32049,Hola buenas tardes,user,2025-08-27 12:54:55.773-04,1908,Y408IKWDT3K4EMOL62DB
32050,"Bienvenido nuevamente a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 12:54:55.808-04,1908,OPWZR8IPMEUJJWUUQMYP
32051,Consulta puedo mandarles un ebook para que puedan evaluar una prescripción de deuda ???,user,2025-08-27 12:55:21.451-04,1908,I47IWH0Q7UAMV3W0WHO8
32052,"Estuvo mas de 1 año sin movimiento hasta hace poco , se podrá?",user,2025-08-27 12:55:49.909-04,1908,3UTGCALHECW0M5OF2C33
32053,"",user,2025-08-27 12:56:03.516-04,1908,OYWXHTUUXD1P8VKWLPUD
32054,"Buenas tardes, habla Cristóbal Serón, asesor Legal. Me indica su nombre por favor y cuál es su consulta",agent,2025-08-27 13:40:24.196-04,1908,3WSBFC1DETPGVIY3P2YA
32055,es cliente o requiere asesoría por deudas?,agent,2025-08-27 13:40:49.378-04,1908,PSLDMB3ZPI5KPQH6O2HE
32056,Juan Pablo Pereira,user,2025-08-27 14:26:16.684-04,1908,D7RNJJQXMDX87B8ER8CF
32057,"",user,2025-08-27 14:26:59.871-04,1908,CDMHUOVNUD75LO3H7IRO
32058,"",agent,2025-08-27 14:56:43.11-04,1908,VA2KSYE5VAHO7836BMK5
32059,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 13:07:22.837-04,1909,A6AEDQOHJ1MCFURO1MVS
32060,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 13:07:22.869-04,1909,P8DL21FUT8TQUYFRKDOJ
32061,Necesito ver la posibilidad de reestructurar mis deudas y no perder mis bienes,user,2025-08-27 13:07:56.735-04,1909,4XDGL3AQVYITTAIRF1TK
32062,"Hola buenas tardes, nuestro asesor *Jimmy Fuentes* de Deudas.CL se pondrá en contacto con usted.
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.

https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-08-27 13:08:59.823-04,1909,BC0KJMFZACPMFC4XJY4W
32063,"comprendo, tiene sus deudas al dia?",agent,2025-08-27 13:09:22.667-04,1909,1I378XRXOBUD4VRF3OI4
32064,envieme el informe de deudas de la cmf para que lo revisemos,agent,2025-08-27 13:09:34.25-04,1909,MA4XV1H4DU30RPC6H2X2
32065,No,user,2025-08-27 13:10:02.381-04,1909,BTOX3VTY78L8RHBRAF0G
32066,Hay 3 o 4 meses de no pago,user,2025-08-27 13:10:16.036-04,1909,ZWTL73FERJ4IUL27ZWMJ
32067,Mi intension es pagar pero no me alcanza,user,2025-08-27 13:10:31.19-04,1909,B1H3FCU5ANRR5RRLLH08
32068,"comprendo, revisemos el informe de la CMF y vemos los caminos que se podrían tomar",agent,2025-08-27 13:10:59.333-04,1909,K4N8SAD4DCOCYJEVGJZM
32069,"",user,2025-08-27 13:12:45.196-04,1909,IBURVD5D1028MZZNI4M5
32070,"Lo reviso.
",agent,2025-08-27 13:33:19.014-04,1909,D8DO4ER8CE6KFSX4VEBF
32071,Gracias,user,2025-08-27 13:34:42.937-04,1909,0ZUZ1D5VE8Y4H8VEUZ0J
32072,puede hablar por telefono?,agent,2025-08-27 14:41:00.867-04,1909,T85BYJMA5FPAS6G5K24Y
32073,Si,user,2025-08-27 14:41:43.129-04,1909,CK4417TGDNSFPQWRUZA5
32074,"llamo enseguida
",agent,2025-08-27 14:44:02.307-04,1909,GDIG14IRPON3CZKVQQYH
32075,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 13:08:29.437-04,1910,ZB06EMA5UYFJUG4ZNVI7
32076,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 13:08:29.48-04,1910,RAG25HT04MIWY8AHQH5E
32077,"Buenos Dias mi nombre es Priscila Ovalle Asesora Legal Especialista en deudas, fui asignada a atenderlo Cuenteme como lo puedo ayudar ?",agent,2025-08-27 13:08:42.007-04,1910,6FLO3YVOIQU486574MDT
32078,Ver si tengo alguna deuda,user,2025-08-27 13:08:44.381-04,1910,NL07A2ZA31PPV0RRC7XQ
32079,Y el monto,user,2025-08-27 13:08:57.049-04,1910,4JAW5BM5RFGI7XW1EDNI
32080,"👉 Para conocer tu estado en DICOM, debes consultar en https://sec.equifax.cl/compraonline/
👉 También puedes conocer tu estado financiero en https://conocetudeuda.cmfchile.cl/",agent,2025-08-27 13:20:47.937-04,1910,EN0G3OU3EZ7WIFRKOMMC
32081,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 13:11:07.631-04,1911,ZQBF4WQSVX3USORY4ZA2
32082,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 13:11:07.66-04,1911,SUZ723MEZIMA7X0ISOLO
32083,Hola,user,2025-08-27 13:11:15.588-04,1911,EJ8EASOCFCVXNK2AUVUF
32084,Necesito asesorìa para intentar actualizar mis deudas,user,2025-08-27 13:12:24.337-04,1911,4VBSFBHW1NFDNU0MYWSX
32085,"Hola buenas tardes, nuestro asesor *Jimmy Fuentes* de Deudas.CL se pondrá en contacto con usted.
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.

https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-08-27 13:33:40.086-04,1911,GMINHV1QPCVXQV28GHMC
32086,Pueden ayudarme por favor,user,2025-08-27 13:33:42.715-04,1911,4E3XK8D7IDYDFU0MXGX5
32087,No tengo informes en mano,user,2025-08-27 13:35:23.649-04,1911,477I87C8TYHOGNTSTAAW
32088,No  puedo sacarlos yo  soy limitada visual,user,2025-08-27 13:36:08.604-04,1911,BB2JT2FCJ8BBYJB33YFO
32089,Apenas puedo ezcribi,user,2025-08-27 13:36:23.125-04,1911,2H66RWS1PMKXTVR0B0ZU
32090,"",agent,2025-08-27 13:37:24.418-04,1911,BI7L8MVDFG633DD2W4IR
32091,Sè que debo en Falabella ebHites y  Salco bran,user,2025-08-27 13:37:49.124-04,1911,ZWBOSPQICJOV6R5NB0JT
32092,"Si pero no tengo clave única,",user,2025-08-27 13:39:00.195-04,1911,ZZ5WYV1YROQ6EEQF2S0X
32093,Mi rut si 83743549,user,2025-08-27 13:39:24.312-04,1911,YCO77HVTLQRJKOWJP6IJ
32094,"",agent,2025-08-27 13:39:26.317-04,1911,MIQRP5RHJ7NWPIAJA0F1
32095,Al rededor de  3.000.000,user,2025-08-27 13:40:52.26-04,1911,DIECGKKPLNK7ZBAM2L5X
32096,Mas o menos,user,2025-08-27 13:41:01.346-04,1911,6LK3CY4H1ABLM14YWI7R
32097,"",agent,2025-08-27 13:41:11.551-04,1911,31QJDXU8KWCSDNRMUBPZ
32098,"",user,2025-08-27 13:54:00.762-04,1911,VW5OPLBTVF64O3OFTO4K
32099,Como clave única,user,2025-08-27 14:05:19.714-04,1911,X5TOT4GBY4UOSY0GPWAA
32100,Gracias por intentar ayudar,user,2025-08-27 14:06:53.162-04,1911,4XD01VXAK506ATHWLXIW
32101,"",agent,2025-08-27 14:40:42.394-04,1911,DLYSKXKCGQ6X0DK8KGXM
32102,Gracias,user,2025-08-27 14:41:30.998-04,1911,U1Q6UFY0MFP5IADPHCVW
32103,"",agent,2025-08-27 15:47:25.551-04,1911,YMPZIWC6S6XMLUBLP8OQ
32104,"",agent,2025-08-27 15:47:40.353-04,1911,THE7HORKY5GX1DSWJX3E
32106,Iré a un centro  para que me ayuden,user,2025-08-27 15:58:25.041-04,1911,BIVF548ZU04DZKAA8CT1
32107,Gracias,user,2025-08-27 15:59:13.878-04,1911,RXJY76VIJIUTBTDQ8PAE
32108,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 13:12:32.27-04,1912,CSWBV5XSF8YN821AYH63
32109,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 13:12:32.301-04,1912,DCNEKK5OIF25OLLEH3UC
32110,Proceso de quiebra personal,user,2025-08-27 13:12:48.027-04,1912,UKSMIISIU6MB3QB3FX3R
32111,"Buenos Dias mi nombre es Priscila Ovalle y fui asignada para atenderlo, cuenteme cual es su nombre ?",agent,2025-08-27 13:20:14.497-04,1912,YIYFV0TO1D8HUIDCVVGI
32112,"cuenteme cuales son las deudas que tiene ??
",agent,2025-08-27 13:20:24.522-04,1912,C4IF2NZD2NFF3KX2MKKF
32113,?????????????????,agent,2025-08-27 13:59:43.835-04,1912,FPGG0FGUWNSBIZ4MLIPR
32114,"Disculpa , ya me atendió una persona de la página. Gracias",user,2025-08-27 14:30:00.224-04,1912,GKM8A156PK5BLM4IDNJ4
32115,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 13:32:28.563-04,1913,2LQNEM23XTVUELFZSHFW
32116,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 13:32:28.648-04,1913,DTYT8PL2JIU244JJGW4Q
32117,"Buenas tardes, soy Mirko Fernández asesor legal de Deudas.cl",agent,2025-08-27 13:32:46.379-04,1913,ZER4BRHE6NIQ5PEF33GF
32118,Tienes deudas con entidades financieras ?,agent,2025-08-27 13:32:54.331-04,1913,A5CKA2U4V20LY17H01I5
32119,Tengo una demanda del banco estado,user,2025-08-27 13:33:24.513-04,1913,A14Z7B0IMEEXOAHSRZU2
32120,Por una deuda,user,2025-08-27 13:33:29.79-04,1913,DMOGHIVLCWFB0NUGYUGR
32121,Tienes disponibilidad para hablar ?,agent,2025-08-27 13:34:23.895-04,1913,PMID0CKRMXFOG3PR4PML
32122,Necesito saber si puedo pagar mi deuda de tag en cuotas,user,2025-08-27 14:16:22.986-04,1914,Z6JCMWA3AQRXQTU84SRC
32123,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 14:16:23.43-04,1914,QN05K2H0GUF8E8US1TJ1
32124,Los.podria llamar???,user,2025-08-27 14:16:43.892-04,1914,Q5SH40W3UEI6C7S5NDMY
32125,O me.llaman uds,user,2025-08-27 14:16:48.905-04,1914,0DHY7HSBLVMSO1C51J4H
32126,Me gustaría hablar con una persona,user,2025-08-27 14:17:03.63-04,1914,DTFS0JSQ37TMP0UESA3W
32127,Hola buenas tardes Marco ,agent,2025-08-27 14:39:39.239-04,1914,B54KVTRSGXLZAQHE7YL1
32128,de que año son tus deudas de tag ?,agent,2025-08-27 14:39:53.455-04,1914,XKMPVAGY41IGMBU1DDMA
32129,Hola buenas tardes,user,2025-08-27 14:19:25.365-04,1915,KZIS1KVVMGYJ2MX5MS7P
32130,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 14:19:25.565-04,1915,6ZHI2QFU8SQQELGL7TG2
32131,Necesito hacer unas consultas,user,2025-08-27 14:19:39.614-04,1915,4YNMOPLCBXBPVK7GCVXE
32132,Ya que tengo una deuda en una tienda comercial el cual me llegó una carta que no entiendo mucho y lo que pasa es que es la dirección de mis padres,user,2025-08-27 14:20:11.624-04,1915,8D87YQ450ZHDKAVR03WR
32133,Yo no tengo nada a mi nombre,user,2025-08-27 14:20:16.678-04,1915,F5RX2X4KD2I3JTBJM0VM
32134,"Buenos Dias mi nombre es Priscila Ovalle y fui asignada para atenderlo, cuenteme cual es su nombre ?",agent,2025-08-27 14:24:04.615-04,1915,8PYJD5IOVQCXN525KASP
32135,"como esta cual es la carta que llego me puede enviar fotos 
",agent,2025-08-27 14:24:22.869-04,1915,DU4B78IWDTHWI574HYML
32136,Hola mi nombre es Ricardo Vallejos,user,2025-08-27 14:24:36.235-04,1915,ELKT4NGWDTOP766FFE8U
32137,Ok,user,2025-08-27 14:24:46.893-04,1915,QVRT4QV8NIHVB1APVWFF
32138,"",user,2025-08-27 14:25:00.148-04,1915,ZTULLZM0AH56KI6CASS6
32139,Esa es la primera hoja de 9,user,2025-08-27 14:25:39.673-04,1915,D3URO1UFWBON2T7517A8
32140,"",user,2025-08-27 14:28:56.993-04,1915,KI5C0JF3ME1N7PQRQBJ6
32141,"",user,2025-08-27 14:29:05.168-04,1915,S0MA4T57YYMNTBARA3JS
32142,"",user,2025-08-27 14:29:19.745-04,1915,QKSX6OSD3RQ1D6SYDHJR
32143,"",user,2025-08-27 14:29:32.463-04,1915,AB537FK1B5ZER4FS185Y
32144,"",user,2025-08-27 14:29:43.595-04,1915,2KSZ48HO78SCIC0S701N
32148,te puedo llamar ??,agent,2025-08-27 14:30:35.968-04,1915,SW2KDQK61B05JCS0Y3EI
32149,Si mi número para recibir llamada es el 991226865,user,2025-08-27 14:33:35.152-04,1915,POL8Z714YQFL750IFOOM
32150,Y por Whatsapp es este mismo,user,2025-08-27 14:33:44.021-04,1915,Q15QU7KXUWWBN30TEIA4
32151,"lo estoy llamando 
",agent,2025-08-27 14:38:19.594-04,1915,4JI3L5WA0J6GABBKZMOM
32152,me suena apagado ,agent,2025-08-27 14:39:03.088-04,1915,C20MXQYOZ3I8TBR8Y3MJ
32153,El número 991226865,user,2025-08-27 14:39:18.616-04,1915,BOHUCEFY4VBWBHOGG0FX
32154,Le suena apagado,user,2025-08-27 14:39:21.647-04,1915,3P7TAHJJQI8P1JNJDJFV
32155,"quizas tienes bloqueadas las llamadas 
",agent,2025-08-27 14:39:51.12-04,1915,AQ3SJ4K4H02HO6BJPWRJ
32156,puedes llamarme tu ??,agent,2025-08-27 14:39:58.312-04,1915,II134L3OENP7XQ72KNRE
32157,Ok,user,2025-08-27 14:40:04.671-04,1915,Y4GIBMLYFGB047JLGDGV
32158,A este mismo numero,user,2025-08-27 14:40:08.335-04,1915,GGIAGWQ7C8LILZJJ7KBY
32159,228409000,agent,2025-08-27 14:40:13.836-04,1915,S10L1KKSG6PTTE1KSDXP
32160,Ok,user,2025-08-27 14:40:19.081-04,1915,G3PBAXVEL0MZMUXNXIL1
32161,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 14:25:34.123-04,1916,W5PGNXCOQK8S7NQN3AML
32162,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 14:25:34.159-04,1916,E1YGEW1PZDMEQB6RXQKB
32163,"Hola, tengo una duda con respecto a una deuda con un instituto",user,2025-08-27 14:25:59.227-04,1916,GP3L65DSO0TVM1JQLMU8
32164,"Hola buenas tardes, nuestro asesor *Christian Villela de Deudas.CL se pondrá en contacto con usted.
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.
 
https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-08-27 14:27:36.766-04,1916,I6SZJZTWLCO76AZW4U6H
32165,Con quien tengo el gusto?,agent,2025-08-27 14:27:44.76-04,1916,1NPSDB4XSCZ0ZBD1O4CO
32166,"Hola, con Mariana Oyarzun",user,2025-08-27 14:28:31.351-04,1916,D6BSDMVDYBD61FF0OB63
32167,"Hola Mariana buenas tardes, podemos coordinar una llamada telefónica? ",agent,2025-08-27 14:29:07.73-04,1916,H4ZZ5LEFP5841P4PW16U
32168,Sii por favor,user,2025-08-27 14:29:19.024-04,1916,BUF75SCBNYQLY8P1EBS2
32169,"Perfecto, la llamada se realizara desde el 228409000.
",agent,2025-08-27 14:29:39.161-04,1916,8A7UEOSL6Q7UJCFFXZPE
32170,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 14:33:59.283-04,1917,GXVOVOTV13APJWS52XSX
32171,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 14:33:59.322-04,1917,FQ0GWH0LI6O844YD4KNA
32172,Valor del servicio para tomar ley que quiebra,user,2025-08-27 14:34:41.225-04,1917,OFAAB41IMPVEP2GP2R6D
32173,"Buenas Tardes, soy Kay Gómez  asesora legal de deudas.cl",agent,2025-08-27 14:35:00.31-04,1917,PCHSUIH6GPK5LZ3F8FUA
32174,Muy bien gracias,user,2025-08-27 14:35:20.953-04,1917,3QDY66DKA2N7PTTVZFLE
32175,te puedo llamar,agent,2025-08-27 14:35:35.99-04,1917,3AHVWGP2UOE2ESIXRMKL
32176,Valor del tramite,user,2025-08-27 14:35:38.31-04,1917,8F8NL7FPU87DLXM0VDNB
32177,?,user,2025-08-27 14:35:38.511-04,1917,YYUK7Q48OYGRVTRG4ZJL
32178,Ok,user,2025-08-27 14:35:42.116-04,1917,4DM3007WSJA0JWJA14QF
32179,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 14:36:21.612-04,1918,SJGY08ZAQ7QJF2VSEN4P
32180,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 14:36:21.651-04,1918,6LDJZU2B5SXZEJ7NYDGM
39494,"He tratado de pagar la cuota mensual de la dirección tributaria, pero no puedo pagarlo por la web",user,2025-09-02 13:47:34.3-04,2657,ESPANFLL3P4HUH8TIHY8
32181,Buenas tardes hace unos 8 años atrás fui a balde mi hijo para inscribirlo en el instituto aiep esperando la gratuidad pagué matrícula y el mes de marzo y abril ya en mayo se sabía que no le había salido la gratuidad entonces él se retiró yo presenté documentación donde había quedado sin trabajo y de enfermedad y ya lo retiré de ese tiempo han pasado 8 años me llamaron para notificarme que tenía orden de embargo y la deuda iba en 3 millones de pesos yo soy una persona de 51 años tengo diabetes hipertensiónlatipotiroides,user,2025-08-27 14:38:35.141-04,1918,MNSCSR3PT5IOB0WET7LC
32182,"Buenas tardes, soy Belén Velásquez asesora legal de deudas.cl ",agent,2025-08-27 14:42:34.739-04,1918,W1NK4HNVT8IPX3HXCVRD
32183,"Instituto AIEP no le va a demandar, solo asusta con eso en la cobranza. ",agent,2025-08-27 14:43:13.803-04,1918,ZO3UCTMOJA4PV33NIZGX
32184,"",user,2025-08-27 14:43:53.835-04,1918,ECMNMSYYVUZJBP6HWF2Z
32185,"",user,2025-08-27 14:45:55.861-04,1918,SRCOQ7R73XZSZHT0CKQI
32186,"Jamás le van a notificar de un embargo por mensaje de Texto, así que no se preocupe.",agent,2025-08-27 14:48:12.739-04,1918,AW0N5TCJUNTRRCVAE0RR
32187,Muchas gracias,user,2025-08-27 14:48:32.112-04,1918,E4LEUS7H77I3ED1LL6O8
32188,Hola buenas tardes,user,2025-08-27 14:46:36.007-04,1919,11K53HS0A61C5EL7MRYB
32189,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 14:46:36.033-04,1919,1NXRBNXBT34ETIIJTJFY
32190,"Hola buenas tardes, nuestro asesor *Jimmy Fuentes* de Deudas.CL se pondrá en contacto con usted.
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.

https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-08-27 14:46:44.123-04,1919,Y85A8TLS7XNF0NY68U72
32191,Necesito información sobre  un servicio contratado,user,2025-08-27 14:47:46.505-04,1919,O6CZJQFXL70MK2DC5XNX
32192,usted ya es cliente de Deudas.CL?,agent,2025-08-27 15:00:38.802-04,1919,KK6C2JHRNZFHWWGKR4W7
32193,Sii,user,2025-08-27 15:04:09.342-04,1919,GNQEHDWFRDU7Y1CZXGY3
32194,Pero no me han enviado información del ultimo servicio que falta,user,2025-08-27 15:04:34.401-04,1919,CBC11VMOCZZJH632U1JJ
32195,"Si ya es cliente de Deudas.CL, se debe poner en contacto al siguiente WhatsApp +56921839072.",agent,2025-08-27 15:17:21.585-04,1919,VI6XCUMN2NWGKE3721BI
32196,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 14:58:17.344-04,1920,W8X238VBYG5L6YFFG2XZ
32197,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 14:58:17.459-04,1920,P4M8SPZ7M2YF20AESYRO
32198,Hola,user,2025-08-27 14:58:25.499-04,1920,ZLANR72RCXBUWYI6PKWR
32199,Quiero irme a quiebra,user,2025-08-27 14:58:29.378-04,1920,2AB4A5WO03B6424EABVF
32200,"Hola, Necesito orientación jurídica a la brevedad posible.",user,2025-08-27 15:02:51.204-04,1921,KL4LCGYDIC2WLEI4WIAH
32201,"Bienvenido a Deudas.cl , ¿Cómo te podemos ayudar?",bot,2025-08-27 15:02:51.295-04,1921,AYLP2DY24XUYUWEAORFT
32202,"Hola buenas tardes, nuestro asesor *Jimmy Fuentes* de Deudas.CL se pondrá en contacto con usted.
Tiene algún informe de deudas, como el de la CMF Chile?. Este informe nos dice donde tiene sus deudas y en que estado se encuentra, es totalmente gratuito. Le dejo enviado el link para que lo pueda descargar.

https://conocetudeuda.cmfchile.cl/informe-deudas/622/w3-contents.html",agent,2025-08-27 15:03:18.977-04,1921,PFMAI2BOB387CSECLJ6G
32203,Tengo una deuda pero la sigo pagando pero ya no me alcansa la plata que puedo aser,user,2025-08-27 15:04:01.3-04,1921,4INAVV5XQEQVI8Y4NRVN
32204,comprendo,agent,2025-08-27 15:16:57.142-04,1921,IUCLC3EPENTMVS8D8LM4
32205,"tiene algun informe de deudas, como el de la cmf?",agent,2025-08-27 15:17:04.119-04,1921,CHL0GCEUPL0WJ3AMGCB1
32206,Y que es cmf,user,2025-08-27 15:30:07.197-04,1921,0NQS5AL3FOUP51CJJLXB
32207,La Comision para el mercado financiero,agent,2025-08-27 15:37:25.326-04,1921,GHW87ERSHI3Z548XSO3E
